问题,答案,来源
骚扰他人违规如何区分违规程度的等级如何处理？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
骚扰他人违规如何区分违规程度的等级的判断标准是什么？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
关于骚扰他人违规如何区分违规程度的等级，平台规则是怎么说的？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
商家遇到骚扰他人违规如何区分违规程度的等级应该怎么办？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
骚扰他人违规如何区分违规程度的等级适用于哪些情况？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
骚扰他人违规如何区分违规程度的等级需要注意什么？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
京东规则中骚扰他人违规如何区分违规程度的等级怎么说明？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
骚扰他人违规如何区分违规程度的等级会有什么影响？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
骚扰他人违规如何区分违规程度的等级需要满足什么条件？,"1 违规程度一般包括但不限于：
通过电话、短信、咚咚、邮件等方式对他人实施侮辱、恐吓威胁、语言攻击的行为（如：带有辱骂含义的词汇、动物指代词汇、诅咒词汇等不文明用语）；
通过电话、短信、咚咚、邮件等方式频繁联系他人，影响他人正常生活的行为。",大模型生成
请问什么情形会判定消费者投诉成立但不支持赔付？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
想了解一下，什么情形会判定消费者投诉成立但不支持赔付？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付具体是怎么规定的？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付包括哪些内容？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付有哪些要求？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付如何处理？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付的判断标准是什么？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
关于什么情形会判定消费者投诉成立但不支持赔付，平台规则是怎么说的？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
商家遇到什么情形会判定消费者投诉成立但不支持赔付应该怎么办？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付适用于哪些情况？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付需要注意什么？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
京东规则中什么情形会判定消费者投诉成立但不支持赔付怎么说明？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付会有什么影响？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
什么情形会判定消费者投诉成立但不支持赔付需要满足什么条件？,"出现下述任一情形的：
消费者与卖家均存在骚扰、辱骂等相关行为，但消费者先行出现前述行为，且卖家未产生促使消费者情绪升级、矛盾激化等行为的。如，卖家未有激烈（基于频次、程度等判断）回骂、向消费者邮寄商品进行恐吓、威胁上门等。
经京东认定，消费者在交易前不以成交为目的，交易后不以解决售后争议为目的，滥用本规则以实现其牟利意图的。如，出现挑衅、故意激怒卖家等行为，诱使或致使卖家违规。",大模型生成
请问什么是恶意铺品？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
想了解一下，什么是恶意铺品？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品具体是怎么规定的？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品包括哪些内容？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品有哪些要求？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品如何处理？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品的判断标准是什么？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
关于什么是恶意铺品，平台规则是怎么说的？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
商家遇到什么是恶意铺品应该怎么办？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品适用于哪些情况？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品需要注意什么？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
京东规则中什么是恶意铺品怎么说明？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品会有什么影响？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
什么是恶意铺品需要满足什么条件？,通过恶意使用批量发布工具、搬运他人商品、重复上架、信息造假等不当方式，上架大量无实质售卖价值、信息虚假、低质冗余的无效商品，导致店铺无效商品数量大幅激增、影响平台正常经营秩序。,大模型生成
请问恶意铺品会有哪些处理措施？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
想了解一下，恶意铺品会有哪些处理措施？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施具体是怎么规定的？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施包括哪些内容？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施有哪些要求？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施如何处理？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施的判断标准是什么？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
关于恶意铺品会有哪些处理措施，平台规则是怎么说的？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
商家遇到恶意铺品会有哪些处理措施应该怎么办？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施适用于哪些情况？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施需要注意什么？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
京东规则中恶意铺品会有哪些处理措施怎么说明？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施会有什么影响？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
恶意铺品会有哪些处理措施需要满足什么条件？,"管控措施：包括但不限于违规商品下架且限制重新上架、限制店铺内商品发布数量上限、限制每日新发商品数、全店商品流量降权 / 屏蔽、限制提报平台营销活动、加收风险保证金、限制关联品类商品上架。
限权措施：限制新品标识申请、限制厂自模式使用权限、限制 ISV 工具部分功能使用、限制商品信息批量编辑权限。",大模型生成
请问为什么对恶意铺品进行管控？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
想了解一下，为什么对恶意铺品进行管控？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控具体是怎么规定的？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控包括哪些内容？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控有哪些要求？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控如何处理？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控的判断标准是什么？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
关于为什么对恶意铺品进行管控，平台规则是怎么说的？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
商家遇到为什么对恶意铺品进行管控应该怎么办？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控适用于哪些情况？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控需要注意什么？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
京东规则中为什么对恶意铺品进行管控怎么说明？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控会有什么影响？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
为什么对恶意铺品进行管控需要满足什么条件？,"1）大量无效低质商品在信息真实性、商品质量、服务标准、履约及售后保障等关键环节均无有效保障，严重侵害消费者得购物体验，违背平台 “保障消费者权益” 的核心原则
2）大量无效低质商品挤占平台公共资源，降低运营效率，影响平台秩序与可持续发展。
3）恶意铺货商家无需投入实质经营成本，通过批量铺货抢占流量曝光等核心资源，规避正常经营竞争，既破坏了平台公平竞争环境，也直接侵犯了合规商家的公平竞争权益。",大模型生成
请问什么行为会被判定为恶意铺品？,"判定为恶意铺品的情况包括但不限于：
1）批量复制京东平台内及平台外他人店铺的商品标题、主图、详情页等核心信息，仅做轻微修改（如替换关键词、调整图片顺序）或完全照搬后上架销售；
2）大量上架重复 / 高度相似商品、信息虚假（如材质 / 规格 / 功能标注与实际不符）、关键信息缺失、详情页空白 / 杂乱，或盗用他人原创素材、无实质售卖价值的无效商品
3）店铺商品总量显著超出同类合规店铺正常水平，缺乏有效运营动作（如无商品信息维护、售后响应低效等），动销率低，且无法提供稳定货源证明（如供货协议、库存凭证等）；
4）大量商品标价显著高于同品类同规格合规商品合理价格区间，且无成本上涨、独家授权等正当理由，同时伴随商品信息批量复制、无效铺货等特征。
5）通过多账号、关联店铺、关联主体协同铺货，大量上架无效商品。",大模型生成
想了解一下，什么行为会被判定为恶意铺品？,"判定为恶意铺品的情况包括但不限于：
1）批量复制京东平台内及平台外他人店铺的商品标题、主图、详情页等核心信息，仅做轻微修改（如替换关键词、调整图片顺序）或完全照搬后上架销售；
2）大量上架重复 / 高度相似商品、信息虚假（如材质 / 规格 / 功能标注与实际不符）、关键信息缺失、详情页空白 / 杂乱，或盗用他人原创素材、无实质售卖价值的无效商品
3）店铺商品总量显著超出同类合规店铺正常水平，缺乏有效运营动作（如无商品信息维护、售后响应低效等），动销率低，且无法提供稳定货源证明（如供货协议、库存凭证等）；
4）大量商品标价显著高于同品类同规格合规商品合理价格区间，且无成本上涨、独家授权等正当理由，同时伴随商品信息批量复制、无效铺货等特征。
5）通过多账号、关联店铺、关联主体协同铺货，大量上架无效商品。",大模型生成
